0.000,0.8112,0.144700,-0.640800
0.097,0.7911,0.161200,-0.631700
0.110,0.8003,0.161200,-0.639000
0.123,0.8039,0.148400,-0.628000
0.136,0.8351,0.128300,-0.607800
0.149,0.7948,0.159400,-0.646300
0.162,0.7874,0.137400,-0.653600
0.175,0.7820,0.119100,-0.629800
0.188,0.8021,0.141100,-0.640800
0.201,0.8058,0.141100,-0.650000
0.214,0.8149,0.139200,-0.620700
0.227,0.7948,0.153900,-0.673800
0.240,0.8039,0.133700,-0.631700
0.253,0.7911,0.153900,-0.648100
0.266,0.7893,0.130100,-0.659100
0.279,0.8112,0.153900,-0.633500
0.292,0.7874,0.144700,-0.648100
0.392,0.8167,0.150200,-0.642600
0.405,0.8149,0.139200,-0.640800
0.418,0.8094,0.133700,-0.628000
0.431,0.8131,0.120900,-0.611500
0.444,0.8021,0.159400,-0.642600
0.457,0.7911,0.142900,-0.655500
0.470,0.8076,0.131900,-0.657300
0.483,0.7673,0.166700,-0.664600
0.496,0.7966,0.148400,-0.646300
0.509,0.7856,0.164900,-0.655500
0.522,0.8112,0.152100,-0.648100
0.535,0.7893,0.150200,-0.637100
0.548,0.8076,0.142900,-0.611500
0.561,0.8003,0.130100,-0.606000
0.574,0.8332,0.115400,-0.653600
0.587,0.8021,0.133700,-0.644500
0.725,0.8167,0.141100,-0.659100
0.738,0.8003,0.161200,-0.660900
0.751,0.8149,0.150200,-0.611500
0.764,0.7728,0.139200,-0.624300
0.777,0.7820,0.157500,-0.650000
0.790,0.8112,0.139200,-0.642600
0.803,0.8112,0.137400,-0.671900
0.816,0.8149,0.133700,-0.633500
0.829,0.8186,0.148400,-0.640800
0.842,0.8131,0.139200,-0.657300
0.855,0.8149,0.130100,-0.631700
0.868,0.8003,0.148400,-0.637100
0.881,0.7966,0.152100,-0.620700
0.894,0.7783,0.135600,-0.639000
0.907,0.8003,0.175900,-0.607800
0.920,0.8076,0.152100,-0.646300
1.015,0.7984,0.168500,-0.653600
1.028,0.7728,0.108100,-0.637100
1.041,0.8021,0.135600,-0.657300
1.054,0.8039,0.135600,-0.635300
1.067,0.7893,0.152100,-0.631700
1.080,0.7984,0.152100,-0.653600
1.093,0.8003,0.131900,-0.637100
1.106,0.7929,0.152100,-0.657300
1.119,0.7929,0.141100,-0.653600
1.132,0.7911,0.150200,-0.666400
1.145,0.8112,0.163000,-0.644500
1.158,0.7820,0.163000,-0.644500
1.171,0.8167,0.170400,-0.622500
1.184,0.8076,0.164900,-0.660900
1.197,0.8021,0.139200,-0.637100
1.210,0.8003,0.135600,-0.628000
1.288,0.8076,0.152100,-0.662800
1.301,0.8076,0.137400,-0.635300
1.314,0.8021,0.168500,-0.628000
1.327,0.7966,0.161200,-0.681100
1.340,0.7838,0.150200,-0.640800
1.353,0.7838,0.175900,-0.657300
1.366,0.8112,0.153900,-0.655500
1.379,0.7874,0.144700,-0.633500
1.392,0.7948,0.168500,-0.657300
1.405,0.8003,0.122800,-0.653600
1.418,0.7929,0.163000,-0.642600
1.431,0.8131,0.124600,-0.650000
1.444,0.7874,0.148400,-0.633500
1.457,0.7984,0.120900,-0.624300
1.470,0.8021,0.144700,-0.626200
1.486,0.7966,0.120900,-0.629800
1.588,0.8021,0.142900,-0.624300
1.601,0.7874,0.111800,-0.648100
1.614,0.8039,0.164900,-0.660900
1.627,0.7948,0.128300,-0.648100
1.640,0.7911,0.131900,-0.624300
1.653,0.8131,0.148400,-0.664600
1.666,0.8003,0.163000,-0.653600
1.679,0.8076,0.135600,-0.615200
1.692,0.8131,0.128300,-0.639000
1.705,0.8076,0.174000,-0.618800
1.718,0.8186,0.164900,-0.660900
1.731,0.7929,0.137400,-0.633500
1.744,0.7966,0.131900,-0.622500
1.757,0.7820,0.148400,-0.633500
1.770,0.8131,0.157500,-0.650000
1.783,0.8149,0.142900,-0.642600
1.863,0.7948,0.146600,-0.617000
1.876,0.8003,0.133700,-0.629800
1.889,0.7893,0.166700,-0.660900
1.902,0.7948,0.148400,-0.640800
1.916,0.7893,0.148400,-0.659100
1.929,0.8076,0.166700,-0.628000
1.942,0.8003,0.159400,-0.640800
1.955,0.7966,0.155700,-0.620700
1.968,0.7783,0.122800,-0.675600
1.981,0.8112,0.122800,-0.635300
1.994,0.8094,0.161200,-0.644500
2.007,0.8003,0.146600,-0.659100
2.020,0.8039,0.148400,-0.628000
2.033,0.7893,0.124600,-0.653600
2.046,0.8149,0.148400,-0.628000
2.059,0.7984,0.161200,-0.631700
2.154,0.8021,0.164900,-0.664600
2.167,0.7966,0.157500,-0.657300
2.180,0.8058,0.120900,-0.653600
2.193,0.8076,0.146600,-0.651800
2.206,0.7984,0.139200,-0.615200
2.219,0.7984,0.139200,-0.666400
2.232,0.8039,0.157500,-0.650000
2.245,0.8167,0.155700,-0.633500
2.258,0.7929,0.146600,-0.613300
2.271,0.8241,0.150200,-0.651800
2.284,0.8186,0.133700,-0.651800
2.297,0.8204,0.142900,-0.646300
2.310,0.8021,0.146600,-0.655500
2.323,0.8076,0.168500,-0.662800
2.336,0.7911,0.126400,-0.657300
2.349,0.8039,0.155700,-0.651800
2.427,0.8094,0.144700,-0.639000
2.440,0.8131,0.168500,-0.637100
2.453,0.8076,0.163000,-0.615200
2.466,0.7948,0.174000,-0.629800
2.479,0.8039,0.137400,-0.629800
2.492,0.8094,0.139200,-0.644500
2.505,0.7838,0.148400,-0.659100
2.518,0.7929,0.153900,-0.644500
2.531,0.7948,0.130100,-0.629800
2.544,0.8149,0.135600,-0.635300
2.557,0.8058,0.157500,-0.628000
2.570,0.8003,0.153900,-0.646300
2.583,0.8094,0.135600,-0.628000
2.596,0.7893,0.166700,-0.640800
2.609,0.7929,0.164900,-0.637100
2.622,0.7948,0.142900,-0.620700
2.716,0.8021,0.150200,-0.644500
2.729,0.7911,0.164900,-0.637100
2.742,0.7801,0.153900,-0.618800
2.755,0.7874,0.135600,-0.640800
2.768,0.7856,0.168500,-0.650000
2.781,0.7984,0.170400,-0.642600
2.794,0.7948,0.133700,-0.633500
2.807,0.8058,0.159400,-0.648100
2.820,0.7948,0.163000,-0.644500
2.833,0.8131,0.115400,-0.622500
2.846,0.8112,0.164900,-0.659100
2.859,0.8076,0.152100,-0.668300
2.872,0.8058,0.159400,-0.650000
2.885,0.7820,0.126400,-0.662800
2.898,0.7984,0.174000,-0.666400
2.911,0.8003,0.170400,-0.653600
3.056,0.8167,0.146600,-0.664600
3.069,0.7911,0.141100,-0.628000
3.082,0.7765,0.153900,-0.640800
3.095,0.7984,0.119100,-0.657300
3.111,0.7984,0.124600,-0.644500
3.124,0.8076,0.133700,-0.637100
3.137,0.8167,0.155700,-0.615200
3.150,0.8131,0.131900,-0.648100
3.163,0.7948,0.128300,-0.642600
3.176,0.7838,0.139200,-0.629800
3.189,0.8039,0.161200,-0.635300
3.202,0.8003,0.122800,-0.639000
3.215,0.7984,0.135600,-0.622500
3.228,0.8021,0.152100,-0.637100
3.241,0.7838,0.172200,-0.618800
3.254,0.8003,0.155700,-0.646300
3.348,0.7838,0.128300,-0.635300
3.361,0.8021,0.122800,-0.657300
3.374,0.7948,0.153900,-0.637100
3.387,0.8112,0.119100,-0.648100
3.400,0.8076,0.142900,-0.629800
3.413,0.8204,0.108100,-0.615200
3.426,0.8021,0.161200,-0.646300
3.439,0.7911,0.120900,-0.626200
3.452,0.7929,0.133700,-0.640800
3.466,0.7911,0.142900,-0.646300
3.479,0.7984,0.170400,-0.653600
3.492,0.8241,0.150200,-0.635300
3.505,0.7948,0.148400,-0.639000
3.518,0.8241,0.152100,-0.633500
3.531,0.7911,0.163000,-0.635300
