0.000,0.8424,0.135600,-0.587700
0.097,0.8552,0.142900,-0.562100
0.110,0.8296,0.197800,-0.606000
0.123,0.8332,0.144700,-0.571200
0.136,0.8424,0.161200,-0.580400
0.149,0.8314,0.137400,-0.569400
0.162,0.8314,0.157500,-0.589500
0.175,0.8369,0.170400,-0.593200
0.188,0.8332,0.148400,-0.585900
0.201,0.8387,0.137400,-0.565700
0.214,0.8497,0.157500,-0.574900
0.227,0.8387,0.155700,-0.573100
0.240,0.8351,0.144700,-0.591400
0.253,0.8296,0.128300,-0.596900
0.266,0.8387,0.137400,-0.598700
0.279,0.8479,0.137400,-0.576700
0.296,0.8259,0.128300,-0.580400
0.392,0.8515,0.148400,-0.580400
0.405,0.8424,0.159400,-0.598700
0.418,0.8589,0.139200,-0.584000
0.431,0.8424,0.155700,-0.607800
0.444,0.8369,0.153900,-0.562100
0.457,0.8296,0.153900,-0.578500
0.470,0.8479,0.150200,-0.573100
0.483,0.8296,0.164900,-0.600500
0.496,0.8607,0.159400,-0.578500
0.509,0.8405,0.142900,-0.580400
0.522,0.8332,0.153900,-0.598700
0.535,0.8405,0.157500,-0.607800
0.548,0.8369,0.152100,-0.574900
0.561,0.8314,0.139200,-0.574900
0.574,0.8332,0.130100,-0.584000
0.587,0.8460,0.122800,-0.573100
0.671,0.8405,0.139200,-0.587700
0.684,0.8387,0.153900,-0.585900
0.697,0.8424,0.144700,-0.595000
0.710,0.8460,0.124600,-0.571200
0.723,0.8479,0.148400,-0.578500
0.736,0.8387,0.133700,-0.580400
0.749,0.8460,0.137400,-0.600500
0.762,0.8405,0.153900,-0.584000
0.775,0.8515,0.137400,-0.576700
0.788,0.8296,0.139200,-0.565700
0.801,0.8424,0.152100,-0.580400
0.814,0.8387,0.142900,-0.558400
0.827,0.8460,0.146600,-0.580400
0.840,0.8405,0.153900,-0.587700
0.853,0.8405,0.144700,-0.574900
0.866,0.8277,0.148400,-0.582200
0.961,0.8241,0.146600,-0.571200
0.974,0.8442,0.150200,-0.593200
0.987,0.8387,0.133700,-0.571200
1.000,0.8424,0.131900,-0.576700
1.013,0.8351,0.144700,-0.591400
1.026,0.8460,0.126400,-0.580400
1.039,0.8314,0.131900,-0.576700
1.052,0.8351,0.133700,-0.582200
1.065,0.8296,0.131900,-0.584000
1.078,0.8424,0.161200,-0.563900
1.091,0.8479,0.146600,-0.574900
1.104,0.8497,0.174000,-0.584000
1.117,0.8424,0.142900,-0.600500
1.130,0.8351,0.141100,-0.595000
1.143,0.8296,0.133700,-0.593200
1.156,0.8296,0.163000,-0.593200
1.238,0.8442,0.152100,-0.563900
1.251,0.8534,0.131900,-0.604200
1.265,0.8460,0.139200,-0.576700
1.278,0.8387,0.170400,-0.578500
1.291,0.8534,0.124600,-0.582200
1.304,0.8277,0.152100,-0.596900
1.317,0.8387,0.155700,-0.585900
1.330,0.8314,0.144700,-0.571200
1.343,0.8534,0.141100,-0.587700
1.356,0.8259,0.141100,-0.574900
1.369,0.8369,0.163000,-0.576700
1.382,0.8479,0.144700,-0.576700
1.395,0.8332,0.122800,-0.565700
1.408,0.8387,0.126400,-0.593200
1.421,0.8314,0.146600,-0.593200
1.434,0.8515,0.142900,-0.585900
1.528,0.8534,0.133700,-0.584000
1.544,0.8643,0.126400,-0.606000
1.557,0.8167,0.128300,-0.587700
1.570,0.8552,0.155700,-0.574900
1.583,0.8351,0.155700,-0.585900
1.596,0.8405,0.174000,-0.602400
1.609,0.8552,0.133700,-0.565700
1.622,0.8643,0.152100,-0.584000
1.635,0.8296,0.128300,-0.580400
1.648,0.8479,0.128300,-0.589500
1.661,0.8351,0.152100,-0.565700
1.674,0.8442,0.133700,-0.574900
1.687,0.8277,0.139200,-0.573100
1.700,0.8662,0.135600,-0.598700
1.713,0.8296,0.133700,-0.595000
1.726,0.8314,0.135600,-0.582200
1.808,0.8387,0.139200,-0.596900
1.821,0.8442,0.155700,-0.580400
1.834,0.8552,0.142900,-0.580400
1.847,0.8296,0.141100,-0.604200
1.860,0.8296,0.137400,-0.595000
1.873,0.8314,0.146600,-0.573100
1.886,0.8332,0.148400,-0.598700
1.899,0.8405,0.142900,-0.573100
1.912,0.8424,0.159400,-0.580400
1.925,0.8332,0.153900,-0.585900
1.938,0.8442,0.152100,-0.578500
1.951,0.8351,0.131900,-0.595000
1.964,0.8332,0.161200,-0.591400
1.977,0.8296,0.139200,-0.563900
1.990,0.8479,0.130100,-0.580400
2.003,0.8259,0.152100,-0.576700
2.098,0.8479,0.157500,-0.604200
2.111,0.8497,0.168500,-0.602400
2.124,0.8387,0.144700,-0.585900
2.137,0.8332,0.144700,-0.580400
2.150,0.8351,0.161200,-0.587700
2.163,0.8497,0.142900,-0.567600
2.176,0.8442,0.142900,-0.573100
2.189,0.8369,0.133700,-0.574900
2.202,0.8442,0.133700,-0.582200
2.215,0.8296,0.150200,-0.574900
2.228,0.8351,0.170400,-0.607800
2.241,0.8405,0.146600,-0.593200
2.254,0.8442,0.155700,-0.587700
2.267,0.8460,0.133700,-0.571200
2.280,0.8369,0.150200,-0.585900
2.293,0.8387,0.131900,-0.600500
2.443,0.8332,0.150200,-0.571200
2.456,0.8332,0.142900,-0.598700
2.469,0.8314,0.170400,-0.591400
2.482,0.8204,0.120900,-0.573100
2.496,0.8296,0.155700,-0.602400
2.509,0.8497,0.142900,-0.587700
2.522,0.8222,0.133700,-0.591400
2.535,0.8424,0.157500,-0.573100
2.548,0.8460,0.161200,-0.574900
2.561,0.8424,0.137400,-0.602400
2.574,0.8534,0.142900,-0.593200
2.587,0.8662,0.124600,-0.565700
2.600,0.8369,0.157500,-0.591400
2.613,0.8241,0.141100,-0.595000
2.626,0.8387,0.152100,-0.584000
2.639,0.8351,0.164900,-0.591400
2.739,0.8460,0.130100,-0.580400
2.752,0.8332,0.150200,-0.589500
2.765,0.8387,0.133700,-0.589500
2.782,0.8534,0.131900,-0.587700
2.795,0.8314,0.153900,-0.587700
2.808,0.8479,0.144700,-0.598700
2.821,0.8515,0.144700,-0.585900
2.834,0.8405,0.146600,-0.574900
2.847,0.8369,0.144700,-0.591400
2.860,0.8332,0.135600,-0.589500
2.873,0.8332,0.153900,-0.580400
2.886,0.8442,0.157500,-0.573100
2.899,0.8479,0.141100,-0.573100
2.912,0.8424,0.152100,-0.589500
2.925,0.8296,0.141100,-0.585900
2.938,0.8369,0.153900,-0.582200
3.019,0.8369,0.142900,-0.591400
3.032,0.8442,0.152100,-0.596900
3.045,0.8405,0.141100,-0.584000
3.058,0.8424,0.126400,-0.576700
3.071,0.8479,0.152100,-0.593200
3.084,0.8387,0.155700,-0.584000
3.097,0.8369,0.148400,-0.589500
3.110,0.8405,0.161200,-0.591400
3.123,0.8497,0.144700,-0.578500
3.136,0.8332,0.146600,-0.574900
3.149,0.8497,0.139200,-0.569400
3.162,0.8405,0.139200,-0.582200
3.175,0.8662,0.139200,-0.582200
3.188,0.8277,0.111800,-0.576700
3.201,0.8405,0.148400,-0.604200
3.214,0.8369,0.144700,-0.562100
3.314,0.8424,0.144700,-0.584000
3.327,0.8369,0.152100,-0.580400
3.340,0.8497,0.144700,-0.576700
3.353,0.8515,0.153900,-0.571200
3.366,0.8460,0.122800,-0.585900
3.379,0.8405,0.135600,-0.587700
3.392,0.8515,0.150200,-0.584000
3.405,0.8351,0.155700,-0.585900
3.418,0.8405,0.130100,-0.585900
3.431,0.8552,0.159400,-0.582200
3.444,0.8351,0.174000,-0.573100
3.457,0.8534,0.163000,-0.560200
3.470,0.8442,0.153900,-0.576700
3.483,0.8479,0.139200,-0.602400
3.496,0.8534,0.142900,-0.593200
3.509,0.8351,0.170400,-0.596900
3.590,0.8351,0.133700,-0.600500
3.603,0.8369,0.146600,-0.589500
3.616,0.8442,0.141100,-0.571200
3.629,0.8515,0.131900,-0.582200
3.642,0.8497,0.152100,-0.562100
3.655,0.8314,0.152100,-0.576700
3.669,0.8479,0.137400,-0.571200
3.682,0.8277,0.166700,-0.595000
3.695,0.8351,0.155700,-0.591400
3.708,0.8387,0.148400,-0.580400
3.721,0.8296,0.148400,-0.600500
3.734,0.8460,0.148400,-0.567600
3.747,0.8442,0.137400,-0.584000
3.760,0.8369,0.141100,-0.602400
3.773,0.8296,0.137400,-0.584000
3.786,0.8515,0.141100,-0.591400
3.885,0.8405,0.155700,-0.582200
3.898,0.8351,0.153900,-0.593200
3.911,0.8387,0.133700,-0.584000
3.924,0.8442,0.142900,-0.578500
3.937,0.8405,0.135600,-0.573100
3.954,0.8680,0.152100,-0.595000
3.967,0.8351,0.133700,-0.595000
3.980,0.8552,0.146600,-0.573100
3.993,0.8570,0.161200,-0.584000
4.006,0.8332,0.146600,-0.596900
4.019,0.8405,0.153900,-0.593200
4.032,0.8515,0.155700,-0.578500
4.045,0.8332,0.152100,-0.589500
4.058,0.8351,0.133700,-0.560200
4.071,0.8460,0.124600,-0.587700
4.084,0.8460,0.153900,-0.596900
4.161,0.8479,0.148400,-0.571200
4.174,0.8442,0.152100,-0.591400
4.187,0.8424,0.159400,-0.591400
4.200,0.8479,0.150200,-0.591400
4.213,0.8424,0.142900,-0.593200
4.226,0.8405,0.139200,-0.589500
4.239,0.8515,0.155700,-0.567600
4.252,0.8351,0.124600,-0.578500
4.265,0.8332,0.139200,-0.596900
4.278,0.8332,0.157500,-0.569400
4.291,0.8405,0.133700,-0.587700
4.304,0.8332,0.139200,-0.593200
4.317,0.8442,0.163000,-0.567600
4.330,0.8424,0.142900,-0.578500
4.343,0.8351,0.122800,-0.591400
4.356,0.8277,0.142900,-0.578500
4.457,0.8387,0.137400,-0.600500
