0.00000, 57840
0.02000, 7088
0.04000, 58176
0.06000, 7536
0.08000, 58656
0.10000, 7072
0.12000, 58176
0.14000, 7104
0.16000, 58640
0.18000, 7536
0.20000, 58208
0.22000, 7088
0.24000, 58688
0.26000, 7568
0.28000, 58608
0.30000, 7024
0.32000, 58192
0.34000, 7552
0.36000, 58672
0.38000, 7584
0.40000, 58176
0.42000, 7088
0.44000, 58704
0.46000, 7536
0.48000, 58208
0.50000, 7088
0.52000, 58256
0.54000, 7504
0.56000, 58672
0.58000, 7056
0.60000, 58224
0.62000, 7088
0.64000, 59056
0.66000, 7056
0.68000, 58192
0.70000, 7536
0.72000, 58624
0.74000, 6688
0.76000, 58640
0.78000, 7072
0.80000, 60448
0.82000, 7536
0.84000, 60512
0.86000, 6304
0.88000, 59824
0.90000, 7104
0.92000, 58224
0.94000, 6704
0.96000, 59040
0.98000, 5904
1.00000, 58688
1.02000, 7120
1.04000, 58176
1.06000, 7536
1.08000, 58672
1.10000, 7520
1.12000, 58176
1.14000, 7072
1.16000, 58176
1.18000, 7088
1.20000, 58240
1.22000, 7552
1.24000, 58640
1.26000, 7536
1.28000, 58224
1.30000, 7568
1.32000, 58672
1.34000, 7520
1.36000, 58208
1.38000, 7056
1.40000, 58160
1.42000, 7568
1.44000, 58208
1.46000, 7488
1.48000, 58208
1.50000, 7536
1.52000, 58208
1.54000, 7088
1.56000, 58192
1.58000, 7520
1.60000, 58656
1.62000, 7552
1.64000, 58256
1.66000, 7072
1.68000, 58208
1.70000, 7568
1.72000, 58656
1.74000, 7584
1.76000, 58192
1.78000, 7072
1.80000, 58240
1.82000, 7520
1.84000, 58688
1.86000, 7520
1.88000, 58224
1.90000, 7104
1.92000, 58192
1.94000, 7536
1.96000, 58640
1.98000, 7600
2.00000, 58224
2.02000, 7552
2.04000, 58160
2.06000, 7520
2.08000, 58192
2.10000, 7520
2.12000, 58224
2.14000, 7536
2.16000, 58176
2.18000, 7568
2.20000, 58240
2.22000, 7536
2.24000, 58192
2.26000, 7536
2.28000, 58208
2.30000, 7552
2.32000, 58224
2.34000, 7072
2.36000, 58176
2.38000, 7536
2.40000, 58640
2.42000, 7536
2.44000, 58224
2.46000, 7104
2.48000, 58208
2.50000, 7536
2.52000, 58672
2.54000, 7568
2.56000, 58224
2.58000, 7536
2.60000, 58192
2.62000, 7536
2.64000, 58160
2.66000, 7488
2.68000, 58176
2.70000, 7552
2.72000, 58224
2.74000, 7536
2.76000, 58224
2.78000, 7504
2.80000, 58224
2.82000, 7504
2.84000, 58224
2.86000, 7520
2.88000, 58224
2.90000, 7536
2.92000, 58192
2.94000, 7104
2.96000, 58208
2.98000, 7504
3.00000, 58208
3.02000, 7552
3.04000, 58224
3.06000, 7536
3.08000, 58224
3.10000, 7520
3.12000, 58240
3.14000, 7536
3.16000, 58208
3.18000, 7536
3.20000, 58192
3.22000, 7536
3.24000, 58208
3.26000, 7504
3.28000, 58192
3.30000, 7536
3.32000, 58176
3.34000, 7536
3.36000, 58240
3.38000, 7520
3.40000, 58208
3.42000, 7568
3.44000, 58208
3.46000, 7536
3.48000, 58240
3.50000, 7520
3.52000, 58208
3.54000, 7520
3.56000, 58208
3.58000, 7504
3.60000, 58192
3.62000, 7520
3.64000, 58656
3.66000, 7536
3.68000, 58240
3.70000, 7520
3.72000, 58224
3.74000, 7536
3.76000, 58192
3.78000, 7536
3.80000, 58224
3.82000, 7568
3.84000, 58192
3.86000, 7536
3.88000, 58224
3.90000, 7536
3.92000, 57872
3.94000, 7584
3.96000, 58176
3.98000, 7888
4.00000, 58208
4.02000, 7536
4.04000, 57840
4.06000, 7520
4.08000, 58240
4.10000, 7568
4.12000, 58224
4.14000, 7536
4.16000, 58208
4.18000, 7552
4.20000, 58208
4.22000, 7552
4.24000, 58192
4.26000, 7568
4.28000, 58208
4.30000, 7536
4.32000, 58208
4.34000, 7520
4.36000, 58224
4.38000, 7520
4.40000, 58176
4.42000, 7904
4.44000, 58192
4.46000, 7536
4.48000, 57808
4.50000, 7536
4.52000, 58192
4.54000, 7936
4.56000, 58176
4.58000, 7536
4.60000, 57808
4.62000, 7552
4.64000, 58176
4.66000, 7520
4.68000, 58208
4.70000, 7520
4.72000, 57872
4.74000, 7536
4.76000, 58192
4.78000, 7520
4.80000, 58256
4.82000, 7552
4.84000, 57808
4.86000, 7568
4.88000, 58176
4.90000, 7904
4.92000, 58208
4.94000, 7488
4.96000, 57824
4.98000, 7536
